708,18,17,21
709,13,13,13
710,13,13,13
711,17,21,23
712,13,13,13
713,13,13,13
714,19,13,13
715,13,13,13
716,13,13,11
717,15,13,16
718,13,13,16
719,15,9,16
720,21,13,20
721,16,21,13
722,13,13,13
723,21,14,21
724,15,18,16
725,25,21,20
726,9,9,13
727,13,13,9
728,17,17,13
729,14,14,9,13,13,13
730,13,13,13
731,5,9,8
732,13,13,12
733,5,1,15
734,17,14,13
735,13,16,17
736,9,15,15
737,13,6,6
738,13,13,13
739,7,13,12
740,9,5,13
741,21,22,13
742,21,21,21
743,1,9,1
744,9,5,2
745,10,11,13
746,17,13,13
747,13,13,13
748,9,13,13
749,17,1,13
750,19,17,17
751,16,17,15
752,20,13,21
753,13,13,13
754,13,9,13
755,13,13,14
756,11,6,13
757,10,11,17
758,1,21,9
759,7,11,13
760,15,13,13
761,15,14,19
762,14,13,13
763,21,20,22
764,22,17,21
765,23,21,22
766,21,21,14
767,25,21,16
768,21,20,17
769,25,25,20
770,13,13,13
771,13,8,15
772,5,13,15
773,17,21,17
774,9,15,17
775,13,13,13
776,17,13,17
777,13,13,20
778,17,20,21
779,17,17,17
780,12,17,21
781,21,21,17
782,17,16,15
783,23,21,25
784,16,13,13
785,21,6,17
786,13,16,17
787,22,21,25
788,17,25,21
789,5,9,9
790,13,13,5
791,13,13,13
792,13,13,14
793,17,11,17
794,13,9,17
795,17,15,9
796,14,14,13
797,13,9,13
798,20,21,17
799,21,19,18
800,9,9,12
801,11,10,10
802,11,11,13
803,11,16,8
804,9,9,21
805,9,9,9
806,17,13,17
807,13,13,9
808,1,5,7
809,15,5,5
810,13,9,12
811,13,13,13
812,9,9,13
813,13,13,13
814,16,13,13
815,13,13,13
816,13,13,13
817,13,13,13
818,5,5,16
819,7,9,10
820,9,14,11
821,10,9,13
822,9,5,13
823,13,11,10
824,5,16,13
825,13,13,9
826,13,9,10
827,13,14,10
828,13,13,13
829,12,6,13,10,13,13
830,10,17,17
831,9,9,17
832,13,13,13
833,16,14,13
834,21,21,16
835,20,21,21
836,17,19,13
837,9,14,17
838,11,5,9
839,9,9,14
840,14,13,25
841,13,11,10
842,17,9,9
843,13,13,13
844,13,12,11
845,5,2,9
846,13,8,9
847,8,11,5
848,9,13,9
849,13,20,18
850,13,12,13
851,13,13,13
852,13,17,13
853,15,21,17
854,17,21,21
855,9,11,9
856,13,13,13
857,11,13,5
858,6,7,9
859,5,1,1
860,13,14,13
861,13,13,25
862,13,13,13
863,13,13,13
864,13,13,17
865,17,13,17
866,11,13,17
867,17,13,13
868,13,13,15
869,17,13,13
870,15,13,13
871,13,13,13
872,15,13,13
873,13,13,13
874,13,13,13
875,13,13,13
876,1,11,1
877,5,13,5
878,19,1,9
879,13,14,13
880,13,14,13
881,13,9,9
882,18,17,21
883,9,13,16
884,13,9,13
885,9,9,5
886,13,21,13
887,17,13,20
888,21,20,21
889,16,21,21
890,20,17,13
891,21,21,23
892,25,17,15
893,21,23,21
894,5,6,4
895,21,21,19
896,13,11,17
897,21,21,17
898,14,13,14
899,11,17,13
900,10,13,11
901,15,10,13
902,9,9,12
903,5,9,10
904,9,7,5
905,25,17,14
906,15,21,17
907,8,16,17
908,13,13,13
909,10,19,18
910,13,13,13
911,13,13,13
912,13,13,13
913,11,9,5
914,13,13,13
915,17,13,13
916,13,13,13
917,13,13,13
918,13,15,13
919,13,16,13
920,13,13,13
921,13,13,13
922,2,11,6
923,13,13,18
924,13,13,13
925,13,13,13
926,17,13,13
927,16,13,13
928,5,5,5
929,13,13,13
930,13,13,13
931,14,17,13
932,13,13,17
933,18,17,13
934,13,13,13
935,24,21,17
936,13,13,13
937,13,16,14
938,13,15,13
939,13,13,13
940,10,8,16
941,12,9,9
942,13,15,13
943,13,17,21
944,19,21,17
945,15,9,17
946,13,13,9
947,17,12,11
948,5,12,11
949,9,6,5
950,16,16,11
951,16,17,10
952,15,19,17
953,21,13,16
954,18,18,13
955,13,13,13
956,11,9,9
957,17,24,17
958,18,13,13
959,21,16,21
960,21,19,20
961,15,16,17
962,8,5,5
963,17,18,14
964,21,17,21
965,5,9,5
966,13,14,13
967,13,13,13
968,20,5,16
969,13,9,13
970,13,13,13
971,13,13,13
972,23,13,13
973,13,13,13
974,14,13,15
975,20,10,21
976,13,13,13
977,13,13,13
978,13,13,13
979,13,8,13
980,9,11,6
981,13,14,13
982,13,13,16
983,16,21,21
984,17,13,9
985,13,9,13
986,13,11,9
987,21,17,21
988,11,1,5
989,3,5,15
990,6,6,7
991,17,13,13
992,21,17,17
993,17,13,13
994,13,13,13
995,13,13,13
996,12,11,5
997,13,13,13
998,13,13,13
999,13,13,13
1000,13,13,13
1001,13,13,13
1002,15,17,10
1003,13,19,17
1004,9,12,16
1005,5,11,9
1006,5,14,15
1007,13,5,13
1008,15,17,12
1009,13,5,15
1010,16,13,13
1011,13,13,8
1012,2,5,5
1013,13,13,13
1014,13,13,17
1015,13,21,17
1016,13,13,15
1017,14,13,15
1018,5,5,9
1019,17,21,17
1020,5,10,8
1021,13,13,14
1022,16,16,13
1023,17,13,21
1024,13,13,13
1025,17,20,13
1026,13,13,15
1027,13,17,13
1028,9,13,5
1029,1,2,15
1030,13,13,13
1031,13,13,12
1032,13,13,13
1033,13,13,14
1034,13,14,13
1035,13,17,21
1036,13,13,13
1037,18,23,21
1038,16,17,17
1039,13,15,13
1040,11,12,9
1041,14,13,13
1042,7,5,5
1043,9,5,16
1044,13,16,13
1045,5,8,9
1046,22,21,19
1047,23,25,19
1048,21,17,21
1049,5,14,9
1050,13,5,5
1051,10,13,13
1052,9,5,9
1053,13,13,19
1054,13,13,13
1055,11,13,1
1056,5,9,11
1057,5,21,5
1058,9,9,15
1059,5,21,21
1060,21,21,21
1061,13,13,13
1062,13,13,13
1063,13,13,13
1064,13,16,13
1065,23,13,11
1066,13,13,13
1067,21,24,21
1068,22,21,21
1069,14,17,16
1070,17,8,13
1071,13,13,13
1072,5,13,5
1073,5,9,18
1074,13,14,14
1075,13,14,13
1076,13,13,1
1077,9,16,9
1078,13,13,13
1079,9,17,13
1080,13,13,14
1081,21,17,17
1082,17,24,21
1083,16,9,9
1084,13,10,13
1085,13,13,13
1086,14,5,15
1087,13,13,13
1088,17,15,17
1089,13,13,13
1090,13,13,13
1091,7,20,15
1092,18,21,17
1093,22,17,17
1094,21,17,21
1095,17,21,17
1096,9,15,17
1097,16,21,17
1098,17,11,16
1099,21,17,21
1100,17,13,19
1101,8,13,14
1102,17,21,15
1103,24,22,23
1104,16,25,21
1105,22,24,25
1106,19,21,17
1107,16,17,15
1108,9,17,21
